view_name,line,sn,sample_id,direction,operator,result_key,result_name,reason_key,reason_name,reason_confidence,timestamp,note
operator_disagreement,epump4,55AUH0017,55AUH0017_up,up,operator_F4239,nok,异常,other,其它,0.8,2025-11-01T07:00:00,employee_group=label_2 | reference=3951869 | group_result=nok | fuzzy=中等-其他->其他(0.90)
operator_disagreement,epump4,55AUH0430,55AUH0430_up,up,operator_F4337,nok,异常,friction,摩擦,0.8,2025-11-01T07:00:00,employee_group=label_1 | reference=3951869 | group_result=nok | fuzzy=中等-摩擦音->摩擦(0.90)
operator_disagreement,epump4,55AUH0467,55AUH0467_down,down,operator_F0923,nok,异常,chatter,震颤,0.8,2025-11-01T07:00:00,employee_group=label_2 | reference=3951869 | group_result=nok | fuzzy=中等-震颤音->震颤(0.90)
operator_disagreement,epump4,55AUH0467,55AUH0467_down,down,operator_F2348,nok,异常,gear_chatter,咬齿,0.8,2025-11-01T07:00:00,employee_group=label_1 | reference=3951869 | group_result=nok | fuzzy=中等-咬齿音->咬齿(0.90)
operator_disagreement,epump4,55AUH0493,55AUH0493_down,down,operator_F0923,nok,异常,chatter,震颤,0.8,2025-11-01T07:00:00,employee_group=label_2 | reference=3951869 | group_result=nok | fuzzy=中等-震颤音->震颤(0.90)
operator_disagreement,epump4,55AUH0493,55AUH0493_down,down,operator_F2348,ok,正常,clean_normal,正常,0.9,2025-11-01T07:00:00,employee_group=label_1 | reference=3951869 | group_result=ok | reason_auto=ok->正常
operator_disagreement,epump4,55AUI0040,55AUI0040_down,down,operator_F4239,nok,异常,other,其它,0.8,2025-11-01T08:00:00,employee_group=label_2 | reference=3951869 | group_result=nok | fuzzy=中等-其他->其他(0.90)
operator_disagreement,epump4,55AUI0040,55AUI0040_down,down,operator_F4337,nok,异常,friction,摩擦,0.8,2025-11-01T08:00:00,employee_group=label_1 | reference=3951869 | group_result=nok | fuzzy=中等-摩擦音->摩擦(0.90)
operator_disagreement,epump4,55AUI0042,55AUI0042_up,up,operator_F4239,ok,正常,clean_normal,正常,0.9,2025-11-01T08:00:00,employee_group=label_2 | reference=3951869 | group_result=ok | reason_auto=ok->正常
operator_disagreement,epump4,55AUI0042,55AUI0042_up,up,operator_F4337,nok,异常,friction,摩擦,0.8,2025-11-01T08:00:00,employee_group=label_1 | reference=3951869 | group_result=nok | fuzzy=中等-摩擦音->摩擦(0.90)
operator_disagreement,epump4,55AUI0077,55AUI0077_up,up,operator_F4239,nok,异常,friction,摩擦,0.8,2025-11-01T08:00:00,employee_group=label_2 | reference=3951869 | group_result=nok | fuzzy=中等-摩擦音->摩擦(0.90)
operator_disagreement,epump4,55AUI0077,55AUI0077_up,up,operator_F4337,ok,正常,clean_normal,正常,0.9,2025-11-01T08:00:00,employee_group=label_1 | reference=3951869 | group_result=ok | reason_auto=ok->正常
operator_disagreement,epump4,55AUI0139,55AUI0139_up,up,operator_F4239,ok,正常,clean_normal,正常,0.9,2025-11-01T08:00:00,employee_group=label_2 | reference=3951869 | group_result=nok | reason_auto=ok->正常
operator_disagreement,epump4,55AUI0139,55AUI0139_up,up,operator_F4337,nok,异常,friction,摩擦,0.8,2025-11-01T08:00:00,employee_group=label_1 | reference=3951869 | group_result=nok | fuzzy=中等-摩擦音->摩擦(0.90)
operator_disagreement,epump4,55AUI0146,55AUI0146_down,down,operator_F0923,nok,异常,gear_chatter,咬齿,0.8,2025-11-01T08:00:00,employee_group=label_2 | reference=3951869 | group_result=nok | fuzzy=中等-咬齿音->咬齿(0.90)
operator_disagreement,epump4,55AUI0146,55AUI0146_down,down,operator_F2348,ok,正常,clean_normal,正常,0.9,2025-11-01T08:00:00,employee_group=label_1 | reference=3951869 | group_result=ok | reason_auto=ok->正常
operator_disagreement,epump4,55AUI0243,55AUI0243_up,up,operator_F4239,ok,正常,clean_normal,正常,0.9,2025-11-01T08:00:00,employee_group=label_2 | reference=3951869 | group_result=ok | reason_auto=ok->正常
operator_disagreement,epump4,55AUI0243,55AUI0243_up,up,operator_F4337,nok,异常,friction,摩擦,0.8,2025-11-01T08:00:00,employee_group=label_1 | reference=3951869 | group_result=nok | fuzzy=中等-摩擦音->摩擦(0.90)
operator_disagreement,epump4,55AUI0262,55AUI0262_down,down,operator_F4239,nok,异常,other,其它,0.8,2025-11-01T08:00:00,employee_group=label_2 | reference=3951869 | group_result=nok | fuzzy=中等-其他->其他(0.90)
operator_disagreement,epump4,55AUI0262,55AUI0262_down,down,operator_F4337,nok,异常,friction,摩擦,0.8,2025-11-01T08:00:00,employee_group=label_1 | reference=3951869 | group_result=nok | fuzzy=中等-摩擦音->摩擦(0.90)
operator_disagreement,epump4,55AUI0280,55AUI0280_down,down,operator_F4239,nok,异常,gear_chatter,咬齿,0.8,2025-11-01T08:00:00,employee_group=label_2 | reference=3951869 | group_result=nok | fuzzy=中等-咬齿音->咬齿(0.90)
operator_disagreement,epump4,55AUI0280,55AUI0280_down,down,operator_F4337,ok,正常,clean_normal,正常,0.9,2025-11-01T08:00:00,employee_group=label_1 | reference=3951869 | group_result=nok | reason_auto=ok->正常
operator_disagreement,epump4,55AUI0301,55AUI0301_up,up,operator_F4239,ok,正常,clean_normal,正常,0.9,2025-11-01T08:00:00,employee_group=label_2 | reference=3951869 | group_result=nok | reason_auto=ok->正常
operator_disagreement,epump4,55AUI0301,55AUI0301_up,up,operator_F4337,nok,异常,friction,摩擦,0.8,2025-11-01T08:00:00,employee_group=label_1 | reference=3951869 | group_result=nok | fuzzy=中等-摩擦音->摩擦(0.90)
operator_disagreement,epump4,55AUI0378,55AUI0378_down,down,operator_F4239,nok,异常,other,其它,0.8,2025-11-01T08:00:00,employee_group=label_2 | reference=3951869 | group_result=nok | fuzzy=中等-其他->其他(0.90)
operator_disagreement,epump4,55AUI0378,55AUI0378_down,down,operator_F4337,nok,异常,friction,摩擦,0.8,2025-11-01T08:00:00,employee_group=label_1 | reference=3951869 | group_result=nok | fuzzy=中等-摩擦音->摩擦(0.90)
operator_disagreement,epump4,55AUI0385,55AUI0385_up,up,operator_F4239,ok,正常,clean_normal,正常,0.9,2025-11-01T08:00:00,employee_group=label_2 | reference=3951869 | group_result=ok | reason_auto=ok->正常
operator_disagreement,epump4,55AUI0385,55AUI0385_up,up,operator_F4337,nok,异常,friction,摩擦,0.8,2025-11-01T08:00:00,employee_group=label_1 | reference=3951869 | group_result=nok | fuzzy=中等-摩擦音->摩擦(0.90)
operator_disagreement,epump4,55AUI0441,55AUI0441_down,down,operator_F4239,ok,正常,clean_normal,正常,0.9,2025-11-01T08:00:00,employee_group=label_2 | reference=3951869 | group_result=nok | reason_auto=ok->正常
operator_disagreement,epump4,55AUI0441,55AUI0441_down,down,operator_F4337,nok,异常,friction,摩擦,0.8,2025-11-01T08:00:00,employee_group=label_1 | reference=3951869 | group_result=nok | fuzzy=中等-摩擦音->摩擦(0.90)
operator_disagreement,epump4,55AUI0496,55AUI0496_up,up,operator_F4239,ok,正常,clean_normal,正常,0.9,2025-11-01T08:00:00,employee_group=label_2 | reference=3951869 | group_result=nok | reason_auto=ok->正常
operator_disagreement,epump4,55AUI0496,55AUI0496_up,up,operator_F4337,nok,异常,friction,摩擦,0.8,2025-11-01T08:00:00,employee_group=label_1 | reference=3951869 | group_result=nok | fuzzy=中等-摩擦音->摩擦(0.90)
operator_disagreement,epump4,55AUJ0020,55AUJ0020_up,up,operator_F0923,nok,异常,chatter,震颤,0.8,2025-11-01T09:00:00,employee_group=label_2 | reference=3951869 | group_result=nok | fuzzy=中等-震颤音->震颤(0.90)
operator_disagreement,epump4,55AUJ0020,55AUJ0020_up,up,operator_F2348,ok,正常,clean_normal,正常,0.9,2025-11-01T09:00:00,employee_group=label_1 | reference=3951869 | group_result=ok | reason_auto=ok->正常
operator_disagreement,epump4,55AUJ0026,55AUJ0026_down,down,operator_F4239,nok,异常,other,其它,0.8,2025-11-01T09:00:00,employee_group=label_2 | reference=3951869 | group_result=nok | fuzzy=中等-其他->其他(0.90)
operator_disagreement,epump4,55AUJ0026,55AUJ0026_down,down,operator_F4337,nok,异常,friction,摩擦,0.8,2025-11-01T09:00:00,employee_group=label_1 | reference=3951869 | group_result=nok | fuzzy=中等-摩擦音->摩擦(0.90)
operator_disagreement,epump4,55AUJ0186,55AUJ0186_down,down,operator_F4239,nok,异常,chatter,震颤,0.8,2025-11-01T09:00:00,employee_group=label_2 | reference=3951869 | group_result=nok | fuzzy=中等-震颤音->震颤(0.90)
operator_disagreement,epump4,55AUJ0186,55AUJ0186_down,down,operator_F4337,nok,异常,friction,摩擦,0.8,2025-11-01T09:00:00,employee_group=label_1 | reference=3951869 | group_result=nok | fuzzy=中等-摩擦音->摩擦(0.90)
operator_disagreement,epump4,55AUJ0264,55AUJ0264_down,down,operator_F0616,nok,异常,chatter,震颤,0.8,2025-11-01T09:00:00,employee_group=label_1 | reference=3951870 | group_result=nok | fuzzy=中等-震颤音->震颤(0.90)
operator_disagreement,epump4,55AUJ0264,55AUJ0264_down,down,operator_F2348,ok,正常,clean_normal,正常,0.9,2025-11-01T09:00:00,employee_group=label_2 | reference=3951870 | group_result=ok | reason_auto=ok->正常
operator_disagreement,epump4,55AUL0056,55AUL0056_down,down,operator_F0616,nok,异常,chatter,震颤,0.8,2025-11-01T11:00:00,employee_group=label_1 | reference=3951870 | group_result=nok | fuzzy=中等-震颤音->震颤(0.90)
operator_disagreement,epump4,55AUL0056,55AUL0056_down,down,operator_F2348,ok,正常,clean_normal,正常,0.9,2025-11-01T11:00:00,employee_group=label_2 | reference=3951870 | group_result=ok | reason_auto=ok->正常
operator_disagreement,epump4,55AUL0115,55AUL0115_down,down,operator_F0616,nok,异常,chatter,震颤,0.8,2025-11-01T11:00:00,employee_group=label_1 | reference=3951870 | group_result=nok | fuzzy=中等-震颤音->震颤(0.90)
operator_disagreement,epump4,55AUL0115,55AUL0115_down,down,operator_F2348,ok,正常,clean_normal,正常,0.9,2025-11-01T11:00:00,employee_group=label_2 | reference=3951870 | group_result=ok | reason_auto=ok->正常
operator_disagreement,epump4,55AUL0164,55AUL0164_down,down,operator_F0616,nok,异常,gear_chatter,咬齿,0.8,2025-11-01T11:00:00,employee_group=label_1 | reference=3951870 | group_result=nok | fuzzy=中等-咬齿音->咬齿(0.90)
operator_disagreement,epump4,55AUL0164,55AUL0164_down,down,operator_F2348,ok,正常,clean_normal,正常,0.9,2025-11-01T11:00:00,employee_group=label_2 | reference=3951870 | group_result=ok | reason_auto=ok->正常
operator_disagreement,epump4,55AUL0172,55AUL0172_down,down,operator_F0616,nok,异常,chatter,震颤,0.8,2025-11-01T11:00:00,employee_group=label_1 | reference=3951870 | group_result=nok | fuzzy=中等-震颤音->震颤(0.90)
operator_disagreement,epump4,55AUL0172,55AUL0172_down,down,operator_F2348,ok,正常,clean_normal,正常,0.9,2025-11-01T11:00:00,employee_group=label_2 | reference=3951870 | group_result=ok | reason_auto=ok->正常
operator_disagreement,epump4,55AUL0210,55AUL0210_up,up,operator_F0923,nok,异常,friction,摩擦,0.8,2025-11-01T11:00:00,employee_group=label_2 | reference=3951870 | group_result=nok | fuzzy=中等-摩擦音->摩擦(0.90)
operator_disagreement,epump4,55AUL0210,55AUL0210_up,up,operator_F4301,nok,异常,chatter,震颤,0.8,2025-11-01T11:00:00,employee_group=label_1 | reference=3951870 | group_result=nok | fuzzy=中等-震颤音->震颤(0.90)
operator_disagreement,epump4,55AUL0266,55AUL0266_down,down,operator_F0923,nok,异常,friction,摩擦,0.8,2025-11-01T11:00:00,employee_group=label_2 | reference=3951870 | group_result=nok | fuzzy=中等-摩擦音->摩擦(0.90)
operator_disagreement,epump4,55AUL0266,55AUL0266_down,down,operator_F4301,ok,正常,clean_normal,正常,0.9,2025-11-01T11:00:00,employee_group=label_1 | reference=3951870 | group_result=ok | reason_auto=ok->正常
operator_disagreement,epump4,55AUL0299,55AUL0299_up,up,operator_F0923,nok,异常,friction,摩擦,0.8,2025-11-01T11:00:00,employee_group=label_2 | reference=3951870 | group_result=nok | fuzzy=中等-摩擦音->摩擦(0.90)
operator_disagreement,epump4,55AUL0299,55AUL0299_up,up,operator_F4301,nok,异常,chatter,震颤,0.8,2025-11-01T11:00:00,employee_group=label_1 | reference=3951870 | group_result=nok | fuzzy=中等-震颤音->震颤(0.90)
operator_disagreement,epump4,55AUL0362,55AUL0362_down,down,operator_F0616,nok,异常,chatter,震颤,0.8,2025-11-01T11:00:00,employee_group=label_1 | reference=3951870 | group_result=nok | fuzzy=中等-震颤音->震颤(0.90)
operator_disagreement,epump4,55AUL0362,55AUL0362_down,down,operator_F2348,ok,正常,clean_normal,正常,0.9,2025-11-01T11:00:00,employee_group=label_2 | reference=3951870 | group_result=ok | reason_auto=ok->正常
operator_disagreement,epump4,55AUL0465,55AUL0465_down,down,operator_F0923,nok,异常,friction,摩擦,0.8,2025-11-01T11:00:00,employee_group=label_2 | reference=3951870 | group_result=nok | fuzzy=中等-摩擦音->摩擦(0.90)
operator_disagreement,epump4,55AUL0465,55AUL0465_down,down,operator_F4301,nok,异常,chatter,震颤,0.8,2025-11-01T11:00:00,employee_group=label_1 | reference=3951870 | group_result=nok | fuzzy=中等-震颤音->震颤(0.90)
operator_disagreement,epump4,55AUM0187,55AUM0187_up,up,operator_F0923,nok,异常,friction,摩擦,0.8,2025-11-01T12:00:00,employee_group=label_2 | reference=3951870 | group_result=nok | fuzzy=中等-摩擦音->摩擦(0.90)
operator_disagreement,epump4,55AUM0187,55AUM0187_up,up,operator_F4301,ok,正常,clean_normal,正常,0.9,2025-11-01T12:00:00,employee_group=label_1 | reference=3951870 | group_result=ok | reason_auto=ok->正常
operator_disagreement,epump4,55AUM0191,55AUM0191_down,down,operator_F0616,nok,异常,chatter,震颤,0.8,2025-11-01T12:00:00,employee_group=label_1 | reference=3951870 | group_result=nok | fuzzy=中等-震颤音->震颤(0.90)
operator_disagreement,epump4,55AUM0191,55AUM0191_down,down,operator_F2348,nok,异常,friction,摩擦,0.8,2025-11-01T12:00:00,employee_group=label_2 | reference=3951870 | group_result=nok | fuzzy=中等-摩擦音->摩擦(0.90)
operator_disagreement,epump4,55AUM0198,55AUM0198_down,down,operator_F0923,nok,异常,friction,摩擦,0.8,2025-11-01T12:00:00,employee_group=label_2 | reference=3951870 | group_result=nok | fuzzy=中等-摩擦音->摩擦(0.90)
operator_disagreement,epump4,55AUM0198,55AUM0198_down,down,operator_F4301,ok,正常,clean_normal,正常,0.9,2025-11-01T12:00:00,employee_group=label_1 | reference=3951870 | group_result=ok | reason_auto=ok->正常
operator_disagreement,epump4,55AUM0217,55AUM0217_up,up,operator_F0923,nok,异常,friction,摩擦,0.8,2025-11-01T12:00:00,employee_group=label_2 | reference=3951870 | group_result=nok | fuzzy=中等-摩擦音->摩擦(0.90)
operator_disagreement,epump4,55AUM0217,55AUM0217_up,up,operator_F4301,ok,正常,clean_normal,正常,0.9,2025-11-01T12:00:00,employee_group=label_1 | reference=3951870 | group_result=ok | reason_auto=ok->正常
operator_disagreement,epump4,55AUM0287,55AUM0287_down,down,operator_F0616,nok,异常,chatter,震颤,0.8,2025-11-01T12:00:00,employee_group=label_1 | reference=3951870 | group_result=nok | fuzzy=中等-震颤音->震颤(0.90)
operator_disagreement,epump4,55AUM0287,55AUM0287_down,down,operator_F2348,ok,正常,clean_normal,正常,0.9,2025-11-01T12:00:00,employee_group=label_2 | reference=3951870 | group_result=ok | reason_auto=ok->正常
operator_disagreement,epump4,55AUM0316,55AUM0316_down,down,operator_F0923,nok,异常,friction,摩擦,0.8,2025-11-01T12:00:00,employee_group=label_2 | reference=3951870 | group_result=nok | fuzzy=中等-摩擦音->摩擦(0.90)
operator_disagreement,epump4,55AUM0316,55AUM0316_down,down,operator_F4301,nok,异常,chatter,震颤,0.8,2025-11-01T12:00:00,employee_group=label_1 | reference=3951870 | group_result=nok | fuzzy=中等-震颤音->震颤(0.90)
operator_disagreement,epump4,55AUM0349,55AUM0349_down,down,operator_F0923,nok,异常,friction,摩擦,0.8,2025-11-01T12:00:00,employee_group=label_2 | reference=3951870 | group_result=nok | fuzzy=中等-摩擦音->摩擦(0.90)
operator_disagreement,epump4,55AUM0349,55AUM0349_down,down,operator_F4301,ok,正常,clean_normal,正常,0.9,2025-11-01T12:00:00,employee_group=label_1 | reference=3951870 | group_result=ok | reason_auto=ok->正常
operator_disagreement,epump4,55AUM0366,55AUM0366_down,down,operator_F0616,nok,异常,chatter,震颤,0.8,2025-11-01T12:00:00,employee_group=label_1 | reference=3951870 | group_result=nok | fuzzy=中等-震颤音->震颤(0.90)
operator_disagreement,epump4,55AUM0366,55AUM0366_down,down,operator_F2348,ok,正常,clean_normal,正常,0.9,2025-11-01T12:00:00,employee_group=label_2 | reference=3951870 | group_result=ok | reason_auto=ok->正常
operator_disagreement,epump4,55AUM0543,55AUM0543_up,up,operator_F0923,nok,异常,friction,摩擦,0.8,2025-11-01T12:00:00,employee_group=label_2 | reference=3951870 | group_result=nok | fuzzy=中等-摩擦音->摩擦(0.90)
operator_disagreement,epump4,55AUM0543,55AUM0543_up,up,operator_F4301,nok,异常,chatter,震颤,0.8,2025-11-01T12:00:00,employee_group=label_1 | reference=3951870 | group_result=nok | fuzzy=中等-震颤音->震颤(0.90)
operator_disagreement,epump4,55AUM9130,55AUM9130_down,down,operator_F0923,nok,异常,friction,摩擦,0.8,2025-11-01T12:00:00,employee_group=label_2 | reference=3951870 | group_result=nok | fuzzy=中等-摩擦音->摩擦(0.90)
operator_disagreement,epump4,55AUM9130,55AUM9130_down,down,operator_F4301,ok,正常,clean_normal,正常,0.9,2025-11-01T12:00:00,employee_group=label_1 | reference=3951870 | group_result=ok | reason_auto=ok->正常
operator_disagreement,epump4,55AUN0014,55AUN0014_up,up,operator_F0923,nok,异常,friction,摩擦,0.8,2025-11-01T13:00:00,employee_group=label_2 | reference=3951870 | group_result=nok | fuzzy=中等-摩擦音->摩擦(0.90)
operator_disagreement,epump4,55AUN0014,55AUN0014_up,up,operator_F4301,nok,异常,chatter,震颤,0.8,2025-11-01T13:00:00,employee_group=label_1 | reference=3951870 | group_result=nok | fuzzy=中等-震颤音->震颤(0.90)
operator_disagreement,epump4,55AUN0081,55AUN0081_up,up,operator_F0923,nok,异常,friction,摩擦,0.8,2025-11-01T13:00:00,employee_group=label_2 | reference=3951870 | group_result=nok | fuzzy=中等-摩擦音->摩擦(0.90)
operator_disagreement,epump4,55AUN0081,55AUN0081_up,up,operator_F4301,ok,正常,clean_normal,正常,0.9,2025-11-01T13:00:00,employee_group=label_1 | reference=3951870 | group_result=ok | reason_auto=ok->正常
operator_disagreement,epump4,55AUN0107,55AUN0107_down,down,operator_F0616,nok,异常,chatter,震颤,0.8,2025-11-01T13:00:00,employee_group=label_1 | reference=3951870 | group_result=nok | fuzzy=中等-震颤音->震颤(0.90)
operator_disagreement,epump4,55AUN0107,55AUN0107_down,down,operator_F2348,nok,异常,friction,摩擦,0.8,2025-11-01T13:00:00,employee_group=label_2 | reference=3951870 | group_result=nok | fuzzy=中等-摩擦音->摩擦(0.90)
operator_disagreement,epump4,55AUN0152,55AUN0152_down,down,operator_F0616,nok,异常,chatter,震颤,0.8,2025-11-01T13:00:00,employee_group=label_1 | reference=3951870 | group_result=nok | fuzzy=中等-震颤音->震颤(0.90)
operator_disagreement,epump4,55AUN0152,55AUN0152_down,down,operator_F2348,ok,正常,clean_normal,正常,0.9,2025-11-01T13:00:00,employee_group=label_2 | reference=3951870 | group_result=ok | reason_auto=ok->正常
operator_disagreement,epump4,55AUN0160,55AUN0160_down,down,operator_F0616,nok,异常,chatter,震颤,0.8,2025-11-01T13:00:00,employee_group=label_1 | reference=3951870 | group_result=nok | fuzzy=中等-震颤音->震颤(0.90)
operator_disagreement,epump4,55AUN0160,55AUN0160_down,down,operator_F2348,nok,异常,friction,摩擦,0.8,2025-11-01T13:00:00,employee_group=label_2 | reference=3951870 | group_result=nok | fuzzy=中等-摩擦音->摩擦(0.90)
operator_disagreement,epump4,55AUN0274,55AUN0274_up,up,operator_F0923,nok,异常,friction,摩擦,0.8,2025-11-01T13:00:00,employee_group=label_2 | reference=3951870 | group_result=nok | fuzzy=中等-摩擦音->摩擦(0.90)
operator_disagreement,epump4,55AUN0274,55AUN0274_up,up,operator_F4301,ok,正常,clean_normal,正常,0.9,2025-11-01T13:00:00,employee_group=label_1 | reference=3951870 | group_result=ok | reason_auto=ok->正常
operator_disagreement,epump4,55AUN0449,55AUN0449_down,down,operator_F0616,nok,异常,friction,摩擦,0.8,2025-11-01T13:00:00,employee_group=label_1 | reference=3951870 | group_result=nok | fuzzy=中等-摩擦音->摩擦(0.90)
operator_disagreement,epump4,55AUN0449,55AUN0449_down,down,operator_F2348,nok,异常,chatter,震颤,0.8,2025-11-01T13:00:00,employee_group=label_2 | reference=3951870 | group_result=nok | fuzzy=中等-震颤音->震颤(0.90)
operator_disagreement,epump4,55AUN0465,55AUN0465_up,up,operator_F0923,nok,异常,friction,摩擦,0.8,2025-11-01T13:00:00,employee_group=label_2 | reference=3951870 | group_result=nok | fuzzy=中等-摩擦音->摩擦(0.90)
operator_disagreement,epump4,55AUN0465,55AUN0465_up,up,operator_F4301,ok,正常,clean_normal,正常,0.9,2025-11-01T13:00:00,employee_group=label_1 | reference=3951870 | group_result=ok | reason_auto=ok->正常
operator_disagreement,epump4,55AUN0537,55AUN0537_up,up,operator_F0923,nok,异常,friction,摩擦,0.8,2025-11-01T13:00:00,employee_group=label_2 | reference=3951870 | group_result=nok | fuzzy=中等-摩擦音->摩擦(0.90)
operator_disagreement,epump4,55AUN0537,55AUN0537_up,up,operator_F4301,ok,正常,clean_normal,正常,0.9,2025-11-01T13:00:00,employee_group=label_1 | reference=3951870 | group_result=ok | reason_auto=ok->正常
operator_disagreement,epump4,55AWM0209,55AWM0209_down,down,operator_F3645,nok,异常,chatter,震颤,0.8,2025-12-01T12:00:00,employee_group=label_1 | reference=5302148 | group_result=nok | fuzzy=中等-震颤音->震颤(0.90)
operator_disagreement,epump4,55AWM0209,55AWM0209_down,down,operator_F4337,ok,正常,clean_normal,正常,0.9,2025-12-01T12:00:00,employee_group=label_2 | reference=5302148 | group_result=ok | reason_auto=ok->正常
operator_disagreement,epump4,55AWO0157,55AWO0157_up,up,operator_F4239,ok,正常,clean_normal,正常,0.9,2025-12-01T14:00:00,employee_group=label_2 | reference=5302148 | group_result=nok | reason_auto=ok->正常
operator_disagreement,epump4,55AWO0157,55AWO0157_up,up,operator_F4337,nok,异常,chatter,震颤,0.8,2025-12-01T14:00:00,employee_group=label_1 | reference=5302148 | group_result=nok | fuzzy=中等-震颤音->震颤(0.90)
operator_disagreement,epump4,55AWO0368,55AWO0368_down,down,operator_F4239,nok,异常,friction,摩擦,0.8,2025-12-01T14:00:00,employee_group=label_2 | reference=5302148 | group_result=nok | fuzzy=中等-摩擦音->摩擦(0.90)
operator_disagreement,epump4,55AWO0368,55AWO0368_down,down,operator_F4337,nok,异常,chatter,震颤,0.8,2025-12-01T14:00:00,employee_group=label_1 | reference=5302148 | group_result=nok | fuzzy=中等-震颤音->震颤(0.90)
operator_disagreement,epump4,55AWO0414,55AWO0414_down,down,operator_F3645,nok,异常,chatter,震颤,0.8,2025-12-01T14:00:00,employee_group=label_1 | reference=5302148 | group_result=nok | fuzzy=中等-震颤音->震颤(0.90)
operator_disagreement,epump4,55AWO0414,55AWO0414_down,down,operator_F4337,ok,正常,clean_normal,正常,0.9,2025-12-01T14:00:00,employee_group=label_2 | reference=5302148 | group_result=nok | reason_auto=ok->正常
operator_disagreement,epump4,55AWO0414,55AWO0414_up,up,operator_F3645,nok,异常,chatter,震颤,0.8,2025-12-01T14:00:00,employee_group=label_1 | reference=5302148 | group_result=nok | fuzzy=中等-震颤音->震颤(0.90)
